promotion_id,promotion_type,discount_amount,valid_from,valid_to
67b625d2-568c-4cb6-bc83-4e9f271de134,Referral Bonus,34.42089909887516,2024-06-04 03:33:55.702953,2024-06-06 03:33:55.702953
35eb38df-85c7-469e-a7f7-d33d42728d6a,Referral Bonus,6.34985500953756,2024-06-12 18:19:10.357616,2024-07-04 18:19:10.357616
aff3d18c-b865-49a9-abad-ca9f9b463f27,Discount,29.33612179221656,2024-05-26 16:43:41.693023,2024-06-04 16:43:41.693023
b4c8640a-2947-4c51-ba85-088ac340fbf2,Coupon Code,20.585793347479427,2024-04-20 21:34:16.413382,2024-04-23 21:34:16.413382
56f52c4a-6310-4679-b3f1-8e5aaaebee47,Discount,6.401125436520216,2024-05-21 04:50:16.200924,2024-06-20 04:50:16.200924
ae114184-1923-4208-965d-2cc09f7d94c1,Referral Bonus,49.10129654652587,2024-06-02 01:27:28.931905,2024-06-17 01:27:28.931905
a760a1f5-d3e6-407a-ad1c-5883b4781b91,Referral Bonus,23.674887245012965,2024-04-20 00:53:57.312324,2024-05-19 00:53:57.312324
d71f9a51-3b67-4230-a50e-0dd122aeb20b,Referral Bonus,12.511607226268938,2024-06-07 19:36:09.349731,2024-07-06 19:36:09.349731
3f0cb6b9-2987-4f37-9961-2c35c8da870e,Coupon Code,17.0517006606329,2024-05-15 23:10:55.169890,2024-05-25 23:10:55.169890
4fcd0b2d-78c4-4042-8fe5-559d16055e51,Referral Bonus,6.420888078423325,2024-04-22 15:51:43.917255,2024-05-14 15:51:43.917255
3f09b044-f5e9-429d-b542-dc47a110ab17,Referral Bonus,23.458352966435847,2024-05-15 13:47:11.584713,2024-06-02 13:47:11.584713
f4957ca2-32ae-4381-9753-0e913e3da86c,Referral Bonus,9.25572372443402,2024-05-01 00:22:31.559568,2024-05-02 00:22:31.559568
c066c725-d39d-41a1-b9a7-451192d3bf51,Referral Bonus,20.606606994156124,2024-05-10 23:54:36.168281,2024-06-07 23:54:36.168281
cdb72a3b-06af-47fa-9090-1e8816e5bf65,Referral Bonus,44.32083223095246,2024-05-22 20:31:47.638637,2024-05-26 20:31:47.638637
75533ad2-6b49-4eb2-8d57-61b81c420eb4,Coupon Code,6.563182018432149,2024-05-31 04:47:13.555014,2024-06-06 04:47:13.555014
710751ca-4d35-4715-bafb-461d6a8c6305,Referral Bonus,14.011571325758732,2024-04-27 18:38:11.918072,2024-05-26 18:38:11.918072
1d7627c0-efb6-4a2c-8960-748b5537d237,Coupon Code,28.38353177632267,2024-05-26 03:55:57.925507,2024-06-23 03:55:57.925507
1715c538-47d6-471b-b75a-7ec7f8a60741,Coupon Code,16.158175053255412,2024-04-30 15:30:56.656837,2024-05-01 15:30:56.656837
00564acc-44ae-4476-8952-e090c09a24f1,Referral Bonus,16.910913734070405,2024-04-16 17:16:37.148972,2024-04-18 17:16:37.148972
53439f75-15c0-497b-8084-6270930c4033,Discount,24.651952222668562,2024-06-05 17:06:59.423416,2024-07-03 17:06:59.423416
53d7008c-209a-48dd-b7b9-39edbf508807,Coupon Code,32.952108031511315,2024-06-09 23:16:26.270090,2024-06-10 23:16:26.270090
f624052e-2769-471e-ba90-a05dca47834b,Discount,12.670380543513728,2024-04-24 05:18:20.458440,2024-04-27 05:18:20.458440
374d475d-f1b2-4225-8d4c-a923d87fb183,Discount,21.806178198275898,2024-04-23 02:57:44.216672,2024-05-10 02:57:44.216672
efd20bc7-a6b5-4415-a13d-4fd07438bd51,Coupon Code,11.445999209457952,2024-04-20 16:47:29.032214,2024-05-02 16:47:29.032214
b7a87ed8-df5f-4691-a74a-8021bd448804,Referral Bonus,26.09218741517971,2024-04-21 10:10:36.710361,2024-05-08 10:10:36.710361
aa2a74eb-42d6-42a6-b1e6-e0e521443ebe,Coupon Code,16.748716724567107,2024-06-04 12:16:51.094550,2024-06-15 12:16:51.094550
c8fb4b77-0535-4ae4-b06d-f57863c3497e,Referral Bonus,49.687395741564,2024-06-12 01:20:33.073711,2024-06-22 01:20:33.073711
220a2ee1-4665-4944-ade9-fe6d23da0f8e,Discount,32.185637045922896,2024-05-04 06:07:28.310635,2024-06-02 06:07:28.310635
3cb6738d-12a1-43d9-8e8e-de3deb775c6a,Discount,10.422969130054975,2024-04-18 01:53:09.337456,2024-05-09 01:53:09.337456
21fa237a-8f58-418a-bbc3-21b3acc709bb,Coupon Code,34.935641302258475,2024-05-18 16:54:02.455300,2024-06-07 16:54:02.455300
ca4b0d52-c61a-4152-9b9d-4858a37fb793,Coupon Code,17.893586420980153,2024-05-09 08:21:51.173326,2024-05-10 08:21:51.173326
f0cf0d20-1473-424f-8dc8-c18040a53648,Coupon Code,15.583130986122,2024-05-02 21:38:07.467202,2024-05-21 21:38:07.467202
1df4927f-2867-48d4-84e6-777c90b815ee,Discount,20.380871826405688,2024-05-09 05:56:04.358105,2024-05-27 05:56:04.358105
da635307-f076-4cb1-9128-884c5588ccc9,Referral Bonus,7.685632750806715,2024-05-24 12:03:36.439749,2024-06-17 12:03:36.439749
056c17d2-d1d4-41a7-8f87-647a515e706a,Referral Bonus,42.49516085425135,2024-04-27 17:11:28.296870,2024-05-25 17:11:28.296870
8fe901de-1817-4714-bc3b-d9b9e792c087,Discount,42.60677699839784,2024-04-21 22:02:19.301198,2024-05-14 22:02:19.301198
f16c26f8-1d5a-417d-a887-e7576d43ea92,Discount,8.099150189316772,2024-05-08 09:46:30.473054,2024-05-31 09:46:30.473054
8616b7b9-c042-4e41-8b7b-18abd79924ab,Discount,5.801004150644619,2024-05-28 16:09:39.889241,2024-06-13 16:09:39.889241
e81dd91b-3ec2-4b0c-b9dc-f98be2ac9dd9,Coupon Code,49.074145628189484,2024-04-20 18:29:46.716913,2024-05-18 18:29:46.716913
5af31a9f-db7c-4d16-9e4b-6cddfa6a805a,Referral Bonus,12.691929171375127,2024-05-06 00:39:41.969123,2024-06-05 00:39:41.969123
a2ac4c2d-c6a6-47f5-a0a8-45005f319121,Discount,36.60513947652817,2024-05-26 06:45:02.288778,2024-05-29 06:45:02.288778
f4333654-bb7c-48c9-895a-bf5cea962031,Discount,27.717884141881825,2024-06-14 10:15:12.818853,2024-07-04 10:15:12.818853
d5d3a282-50d1-40cb-9bdf-7ee03334b3e3,Discount,49.172796149549555,2024-06-12 19:01:49.228222,2024-07-07 19:01:49.228222
fafccb5d-b407-4e95-951c-2283c3fc656e,Discount,44.11579963923774,2024-05-26 16:25:16.594594,2024-06-16 16:25:16.594594
366caa31-9465-4d2e-b357-7adf28e4126f,Coupon Code,39.22198799170437,2024-05-23 19:09:48.522972,2024-05-26 19:09:48.522972
ceb16130-cb58-444d-a8ac-74fed2e8f204,Referral Bonus,33.43471536911679,2024-06-04 19:50:01.260265,2024-06-22 19:50:01.260265
2869c83c-88d9-4c16-9f27-6c66a13c9e48,Coupon Code,13.183173422630558,2024-04-23 09:03:30.780975,2024-04-26 09:03:30.780975
f422d8cc-5d17-4cf9-94a6-cbeda1bbd435,Coupon Code,28.461165915042585,2024-05-25 23:16:39.666709,2024-05-26 23:16:39.666709
8c0905ff-6f45-4939-862f-3ab26a21b1ef,Referral Bonus,35.11431590665222,2024-04-25 07:29:13.194307,2024-05-13 07:29:13.194307
9607a3d1-7eb2-47cb-93ad-ad2756224878,Referral Bonus,48.78154444370863,2024-05-16 21:04:17.116344,2024-06-03 21:04:17.116344
2b5a4da9-fd9f-4bea-a2bc-51ea2e3ba0cd,Referral Bonus,18.881958566287764,2024-05-03 22:05:36.378829,2024-05-25 22:05:36.378829
b0241359-f520-44a9-932b-cc3237c858f4,Discount,5.069587075046684,2024-05-01 02:43:22.403440,2024-05-20 02:43:22.403440
d7251653-dac1-4d31-99e4-be16248f2a27,Coupon Code,17.491886448692686,2024-05-24 14:23:54.090550,2024-06-13 14:23:54.090550
a1ff2e31-985a-4f0f-b144-cef8fcf7e1b8,Discount,44.360530043950355,2024-04-28 01:49:12.572496,2024-04-30 01:49:12.572496
9b563c04-4b65-4329-9e02-043830ac831f,Coupon Code,11.304588792881152,2024-05-26 08:22:45.617451,2024-05-31 08:22:45.617451
e23548d6-f777-4137-b9d9-6e8732e1caae,Discount,42.08864349216379,2024-04-22 13:34:54.051593,2024-05-12 13:34:54.051593
fcf6c542-4b78-4d2c-bf29-8f3cc985f255,Referral Bonus,24.864152019272613,2024-05-21 12:54:02.064986,2024-06-06 12:54:02.064986
dee92a23-c566-4f6c-9fe1-17969c34a156,Coupon Code,32.50742485639512,2024-04-29 22:42:33.724455,2024-05-11 22:42:33.724455
e771a2c6-eade-494f-914b-c432ad31d152,Discount,26.383180016508902,2024-06-09 20:27:18.548771,2024-06-27 20:27:18.548771
27be1389-6fa9-4aab-ad99-3b2e8ce3abb0,Discount,45.247945966996035,2024-06-05 14:57:41.237312,2024-06-14 14:57:41.237312
26d96dcf-c2bb-479f-a654-249430a7ee5d,Coupon Code,42.06133939994379,2024-05-20 14:00:43.356322,2024-06-15 14:00:43.356322
f8a9abcc-5c6c-4e5d-9f17-26922ea58b5f,Discount,8.560279741073487,2024-06-12 15:43:51.874895,2024-07-01 15:43:51.874895
112a1994-7621-449e-b693-cddc1f6fa5c0,Referral Bonus,36.666502507221146,2024-05-19 14:45:09.620902,2024-06-13 14:45:09.620902
4ac4c6aa-97a2-4a13-b131-b3a5e8268f0d,Discount,10.96356049114258,2024-04-21 17:45:37.363161,2024-05-18 17:45:37.363161
fd788420-4c5e-4152-bdf5-c94852ea5119,Discount,16.747884826605357,2024-05-24 02:10:26.645059,2024-06-04 02:10:26.645059
54cc9884-2f15-4797-94a0-2c7a3d263c43,Referral Bonus,11.10788575096257,2024-06-04 01:26:32.835777,2024-06-24 01:26:32.835777
b42ebf6f-19bd-40e5-9755-0900bb7e9a44,Discount,7.272241584907745,2024-06-14 19:51:13.841692,2024-07-04 19:51:13.841692
d2b614c3-2eab-4b22-aca7-8938ee47585a,Discount,29.90576927848256,2024-05-01 20:22:56.489858,2024-05-21 20:22:56.489858
f009f8fd-d1d0-4e11-8e75-c66bf58e5123,Discount,25.355947975159108,2024-05-17 21:13:56.293714,2024-05-20 21:13:56.293714
12d0e264-5416-4987-bf3c-d03bf7e7d53a,Referral Bonus,45.47023588076908,2024-05-22 05:32:21.869283,2024-06-08 05:32:21.869283
c5ab96eb-5361-4fe2-a03c-fddae267c109,Referral Bonus,36.82698134315271,2024-05-27 08:50:01.747612,2024-06-14 08:50:01.747612
5c7bf985-e9b3-442f-a27c-7cfa87559c6b,Discount,26.015568601193838,2024-05-05 06:45:41.872618,2024-05-13 06:45:41.872618
00b23fdb-18d5-4704-b66e-b5add52f293b,Referral Bonus,10.366919163422182,2024-04-27 11:27:36.711934,2024-05-14 11:27:36.711934
585adca0-ae49-45d7-990e-e345c7d4cc44,Referral Bonus,6.501002295022438,2024-06-03 04:25:05.488702,2024-06-10 04:25:05.488702
701476f5-0db1-449c-95e9-ae3d8bbf606b,Discount,31.039465483749808,2024-04-24 09:40:09.897957,2024-05-24 09:40:09.897957
649d4374-9d91-4091-8dc6-8535a017fe9f,Discount,18.59456882841575,2024-06-15 11:21:30.213966,2024-07-04 11:21:30.213966
b5b94fb0-987f-4ed5-a7bf-cdcb3328889c,Discount,48.29524999526778,2024-06-07 20:59:50.130286,2024-07-07 20:59:50.130286
59f8cdef-07c2-43cb-b729-1540529a0901,Discount,42.389588739322654,2024-05-25 08:03:25.487121,2024-06-17 08:03:25.487121
afcce744-157d-41c5-bed0-ec7c5f0b05ba,Discount,48.55615206714923,2024-04-26 18:19:59.071570,2024-05-06 18:19:59.071570
cb95ed6a-81a6-4056-b531-84bcd4db101c,Discount,49.99479831472538,2024-05-22 20:35:04.782811,2024-06-15 20:35:04.782811
1c226a45-6f9e-4210-83b3-59db977f28a7,Discount,6.0837240043417795,2024-06-13 02:00:22.610626,2024-07-10 02:00:22.610626
92882036-e55c-4366-8054-dbe80cf76c64,Coupon Code,48.65708347765919,2024-04-23 08:05:43.343961,2024-05-20 08:05:43.343961
14e8878c-5509-49c7-ad1e-40727e1128e1,Coupon Code,12.99222311983224,2024-04-26 23:01:15.980678,2024-05-09 23:01:15.980678
a82dbc0d-ee4e-4cef-afdb-6e7998477a18,Discount,39.84443483926873,2024-04-26 13:30:30.253909,2024-05-21 13:30:30.253909
ceb00812-4a2a-4d59-b188-32734555c25b,Coupon Code,30.244678990472533,2024-04-30 18:41:47.689269,2024-05-03 18:41:47.689269
ff144807-8404-4840-9fa4-99b7a920777c,Discount,23.428133378173417,2024-06-10 03:30:01.264766,2024-06-28 03:30:01.264766
fc3cbf65-0102-4fed-9698-d85a93c3c58f,Coupon Code,31.521265452634985,2024-05-17 05:57:59.737023,2024-05-27 05:57:59.737023
8a922239-704f-412a-9a18-467c09c97851,Referral Bonus,40.40841371106183,2024-04-30 04:52:58.003998,2024-05-29 04:52:58.003998
dd2a6c40-682c-499c-a67a-04422e9f2111,Discount,18.30909873482319,2024-05-11 13:32:55.062986,2024-05-17 13:32:55.062986
acc98e5f-8707-4547-9a9c-ad636c333685,Coupon Code,15.803783480169171,2024-05-11 00:10:50.103255,2024-06-09 00:10:50.103255
468df9e3-de95-44db-9e4e-b3fcaf85abd0,Coupon Code,15.729776734649038,2024-06-09 11:02:05.324680,2024-06-11 11:02:05.324680
9a9cb3d5-f2e1-4b6c-8d0c-907b6e9db273,Referral Bonus,13.45756829985795,2024-05-12 03:33:51.062053,2024-05-15 03:33:51.062053
8a243ab9-8e87-4896-adea-a37913183453,Referral Bonus,43.863690578279176,2024-04-24 01:48:29.165514,2024-05-07 01:48:29.165514
a29feea0-220e-4aed-872f-8fa95a94dc27,Referral Bonus,16.02835557215943,2024-06-12 07:24:07.262191,2024-06-22 07:24:07.262191
9006c7b1-4481-47b3-a80b-76dc9274b298,Coupon Code,12.386451180855232,2024-05-19 13:13:45.715487,2024-06-15 13:13:45.715487
399c775d-fdc5-4c17-9620-cfb0b4df1084,Referral Bonus,14.283954254032427,2024-06-07 02:34:10.121404,2024-06-08 02:34:10.121404
7a1ed628-e934-4fc7-8e3d-b13b7f3c2f57,Discount,14.79165136417594,2024-05-01 08:53:23.603050,2024-05-31 08:53:23.603050
8e82296e-cb67-4595-850a-1773b707a608,Discount,33.63504361408091,2024-06-04 09:37:01.003292,2024-06-20 09:37:01.003292
5bfd135d-1ecc-481a-9f63-0d3724bd21c9,Referral Bonus,21.920124571101805,2024-06-05 07:45:54.758626,2024-06-26 07:45:54.758626
e2c98e51-23d6-46f6-9ab0-6987eba7d2bd,Coupon Code,8.916166349672862,2024-05-21 22:06:12.483443,2024-06-13 22:06:12.483443
a978c006-5409-4e8d-b375-e606ab12d765,Discount,26.85649685324972,2024-05-06 19:51:36.102061,2024-05-31 19:51:36.102061
07b14973-58e6-4fee-b619-7a50d07b7ae8,Discount,24.484042709864337,2024-06-01 21:57:42.450829,2024-06-25 21:57:42.450829
43460e43-907c-4c69-87aa-806d9fb46a03,Coupon Code,8.846555898552552,2024-05-27 17:33:33.539026,2024-06-13 17:33:33.539026
e7728f0b-687f-4997-b567-90938396deea,Discount,11.925231027118773,2024-06-05 15:23:58.306379,2024-06-11 15:23:58.306379
d866344f-ed1c-4231-abb2-bdaf9ec5875a,Discount,21.09098892814017,2024-04-29 23:13:04.263246,2024-05-01 23:13:04.263246
0722a9b6-8c79-4e63-84ab-49bf0bb4d9e0,Referral Bonus,5.3146015024074265,2024-04-19 00:33:13.277875,2024-05-05 00:33:13.277875
bb98f8cc-099e-44fd-a50a-ae53a47b5d7a,Coupon Code,15.769169919319676,2024-05-15 04:34:59.251583,2024-06-13 04:34:59.251583
92197da3-7cd3-498b-adbb-0faebd73b5d5,Discount,24.607646641423226,2024-04-21 11:00:15.099786,2024-04-30 11:00:15.099786
3b7c19e8-436d-41ce-9a63-7031fcb73d54,Referral Bonus,32.087147724698774,2024-05-30 02:24:48.244569,2024-06-18 02:24:48.244569
274e3d5f-2b2c-4b64-a6a3-9ec34f1b2658,Referral Bonus,32.97269939161673,2024-06-10 02:18:56.308881,2024-06-11 02:18:56.308881
5325beeb-14a8-4d8e-8f3d-e312071eb564,Coupon Code,8.518830157793284,2024-06-14 12:32:19.164593,2024-07-09 12:32:19.164593
6e65d61f-450a-49bd-b911-b3b226da1e41,Coupon Code,39.61689265557704,2024-04-30 14:37:11.530127,2024-05-08 14:37:11.530127
a02d8a29-df25-4259-ab5d-c218c1b3a01c,Discount,7.7054458925966,2024-05-28 16:56:58.104807,2024-06-10 16:56:58.104807
e8adc791-d5c5-400b-94a2-4420be664f55,Referral Bonus,43.980338343250274,2024-06-14 01:56:15.021797,2024-07-02 01:56:15.021797
3ab4545d-18ab-4284-b068-85e387d0d6a3,Coupon Code,44.76941005058987,2024-04-28 04:15:02.687272,2024-05-20 04:15:02.687272
01ea06f9-b9b7-4b2b-b681-998e74ddfb8e,Coupon Code,40.27325756613294,2024-06-07 11:53:03.144570,2024-06-27 11:53:03.144570
918771a7-4299-4d4a-8d47-f9a3fa9e7acf,Referral Bonus,23.02640517113092,2024-06-06 15:03:24.892157,2024-06-21 15:03:24.892157
eb4382bb-a1f0-45f6-ab6f-02c92c45ce80,Referral Bonus,48.503546847009694,2024-05-18 10:29:37.683221,2024-06-12 10:29:37.683221
b219c89b-d0f5-4adf-85db-7b5f54a1289f,Referral Bonus,38.63455430364119,2024-05-18 01:07:38.787388,2024-06-13 01:07:38.787388
868f1c93-81af-4672-9677-c0b53ff53122,Discount,40.01508539371261,2024-05-19 20:53:44.585449,2024-06-06 20:53:44.585449
dcff5b02-a421-4300-969f-ec048843940b,Coupon Code,39.66162112871812,2024-05-17 18:55:53.301261,2024-05-18 18:55:53.301261
3bcdb76b-da0c-4090-895f-ad50ccf3b829,Coupon Code,7.991437669977341,2024-04-23 19:56:37.353586,2024-05-19 19:56:37.353586
12ac9365-c789-4038-b4a8-ed13fffa128e,Coupon Code,45.55107965555044,2024-06-13 01:40:23.355622,2024-06-15 01:40:23.355622
f8c45fd4-99c0-4d6e-818d-b355418c1b30,Referral Bonus,22.372806817156057,2024-05-16 12:57:31.418264,2024-06-14 12:57:31.418264
5e4fe3cc-444e-49b5-a55d-45dbc4c8665c,Discount,13.128591853253766,2024-05-02 18:27:28.726237,2024-05-06 18:27:28.726237
4959a7dc-ad52-4b8e-9499-d9117613a627,Referral Bonus,43.84664293563821,2024-05-23 06:43:04.736676,2024-05-27 06:43:04.736676
0d06d6d3-29ec-47ab-9db1-0d49b3d8c168,Coupon Code,42.818738333947095,2024-05-28 17:32:59.184609,2024-06-10 17:32:59.184609
b9199102-b9fd-45f5-8c08-6e9353e88e02,Referral Bonus,35.6140159286885,2024-04-17 14:19:56.141899,2024-05-06 14:19:56.141899
0fc4659a-8fbe-4294-86fe-2981f1b4de34,Discount,17.192736263190653,2024-06-10 06:22:21.692399,2024-06-17 06:22:21.692399
99488786-382b-4c24-8e41-46cd0fbb10a3,Discount,7.827421278253482,2024-04-29 10:39:31.828716,2024-05-10 10:39:31.828716
d7dabde4-a32f-44cb-a6f8-e0c91011676a,Coupon Code,49.21749576955977,2024-05-11 04:06:12.001592,2024-05-28 04:06:12.001592
c209e3ce-4a2c-4111-a311-525a6c3f5a8f,Discount,30.097883072808614,2024-06-15 11:35:58.094484,2024-06-26 11:35:58.094484
3ea3736b-d516-42ec-8060-e45e4e085650,Referral Bonus,27.759199212247395,2024-05-03 03:23:28.209926,2024-05-19 03:23:28.209926
1c37da47-7380-4ea4-9a82-5462928609ea,Discount,35.92022634957195,2024-05-09 23:47:04.079801,2024-05-17 23:47:04.079801
96b7559c-8e02-48ea-8111-03edb84f511d,Coupon Code,33.09052401056243,2024-06-15 03:27:12.257647,2024-06-27 03:27:12.257647
5e62605b-1bd3-4713-8150-ac53e944c1b3,Discount,35.66859947894954,2024-05-12 05:34:32.854376,2024-05-28 05:34:32.854376
75d49807-d015-45d4-be7e-5cf770ea8ccb,Discount,46.13833213955521,2024-06-09 13:11:42.621528,2024-07-09 13:11:42.621528
1b76bb40-f9d5-4785-8f52-4a6496357472,Discount,41.26950760068983,2024-06-14 02:25:50.983914,2024-07-10 02:25:50.983914
d66d0fac-8c4f-4f4f-8852-5ec957c3d850,Discount,17.796881967910757,2024-04-22 02:46:03.099543,2024-05-22 02:46:03.099543
7714827e-b83d-4e09-8ac1-eac8344c0ba8,Coupon Code,30.943530177462257,2024-05-27 13:00:59.737125,2024-06-09 13:00:59.737125
86daacf8-d9b4-41a8-a061-c957555e8dae,Coupon Code,7.563757221825237,2024-05-11 21:26:06.085039,2024-05-14 21:26:06.085039
d4397087-0451-44af-8931-33c99fd672e2,Referral Bonus,15.23239234840474,2024-05-01 10:43:01.987367,2024-05-05 10:43:01.987367
7c09e26f-14b0-45ee-8f98-d7884ce4e0bf,Discount,13.977362860062419,2024-05-30 00:32:35.019653,2024-06-07 00:32:35.019653
bb4a1c06-35bb-4e56-8b22-95900e899e4a,Referral Bonus,36.48841259348598,2024-06-04 06:02:04.088858,2024-06-14 06:02:04.088858
8a1e6f8d-17c4-45e2-af8b-bb699605a676,Referral Bonus,10.469605904308603,2024-05-19 10:42:17.609029,2024-05-20 10:42:17.609029
81eae001-aa18-4ecb-a5b9-182e0abeed86,Referral Bonus,30.21690904825873,2024-06-13 20:04:19.151992,2024-06-14 20:04:19.151992
5437d6a9-8e03-4ddf-9c3f-5ba2b0f3b77f,Coupon Code,30.78341010386778,2024-05-24 10:08:17.206954,2024-06-09 10:08:17.206954
62a03f19-952c-4e4a-9879-b638e9df214d,Referral Bonus,25.338788303505567,2024-04-30 20:46:14.750725,2024-05-24 20:46:14.750725
bf79f38d-57ea-42a8-8cb6-e19131d5a0bd,Referral Bonus,40.60489836579019,2024-05-30 21:55:07.082349,2024-06-24 21:55:07.082349
1a412ac7-e924-46d9-8d85-ac359a2f9875,Discount,41.56313839008011,2024-05-13 05:07:37.294696,2024-05-23 05:07:37.294696
a5540a68-c020-4f47-b99e-22cbd31305f9,Discount,27.549886874648507,2024-04-23 06:02:07.604954,2024-05-03 06:02:07.604954
7a55cb59-1d18-4c45-b45c-9c2a24383fcd,Referral Bonus,15.311765056904251,2024-04-23 18:35:30.248717,2024-05-18 18:35:30.248717
9d84efbd-acc8-4001-a20c-87d804bef78c,Coupon Code,16.738765073867338,2024-05-22 09:47:12.876264,2024-06-09 09:47:12.876264
3bdeb8c4-a7b8-469d-b696-9fcffd8b79eb,Discount,49.913803055486916,2024-05-08 21:18:51.831622,2024-05-21 21:18:51.831622
62230514-6384-441f-bb96-b900af564b07,Discount,40.568023599346674,2024-05-13 11:44:17.321908,2024-05-18 11:44:17.321908
5df5a84e-14f1-47a7-bd3b-a02676874995,Discount,19.56987200328019,2024-06-13 06:44:41.420765,2024-07-09 06:44:41.420765
b2cc23b9-ae1e-4d18-8cc4-4c86aded51c5,Coupon Code,47.79387416714072,2024-05-18 04:23:39.561760,2024-06-13 04:23:39.561760
2b0e55a1-cc94-4db4-84a8-20ace01e77ea,Referral Bonus,7.334043656510439,2024-05-11 00:48:16.640654,2024-05-14 00:48:16.640654
6a8833a2-43d6-4397-beef-98a14529fba9,Referral Bonus,36.06895345290674,2024-05-26 12:29:37.006868,2024-06-17 12:29:37.006868
1ea6aa45-6728-4cb5-9b1d-d539976ba031,Discount,15.853066973343973,2024-04-22 05:45:10.574489,2024-05-09 05:45:10.574489
7ca173ae-ba22-4023-9d78-1274a61976d4,Referral Bonus,11.586736731474373,2024-05-04 21:34:06.152439,2024-05-25 21:34:06.152439
081e8570-b939-4472-90f0-7fa9f037f0bf,Discount,23.787002572271625,2024-05-06 19:56:01.056356,2024-06-01 19:56:01.056356
88e972fd-e6a9-4659-90c0-66c5f0f379f7,Coupon Code,43.269561746560015,2024-06-10 07:24:10.610237,2024-06-29 07:24:10.610237
018711d3-8f8f-4a89-a52d-ccf165414c1b,Coupon Code,40.96773127511797,2024-06-11 22:48:02.579593,2024-06-13 22:48:02.579593
ba5a3f5c-1738-4a6e-998e-90b2b3622051,Referral Bonus,23.455331121534286,2024-05-13 05:26:28.054824,2024-06-09 05:26:28.054824
d392a2da-a63f-4780-a40e-c1a4ad8448f3,Coupon Code,38.3987902413316,2024-04-29 02:15:42.144593,2024-05-27 02:15:42.144593
795ed504-291a-4a5f-b413-785825fda2ce,Discount,28.055601189614926,2024-04-24 10:51:15.559237,2024-05-01 10:51:15.559237
51e1c723-c5a7-49fe-bb89-715aace196f4,Coupon Code,32.852048256617586,2024-05-05 16:03:43.957791,2024-05-11 16:03:43.957791
5fa554bf-6f58-4d6f-9388-8132319c1c6e,Discount,10.680154680547776,2024-04-16 18:52:45.118378,2024-04-18 18:52:45.118378
31471124-4a9d-4815-b37f-4dd542d5ac8d,Coupon Code,45.37879148971571,2024-06-09 04:51:46.697537,2024-06-17 04:51:46.697537
f03864e5-dbbc-49bd-ab41-d1c3b3e54de1,Referral Bonus,43.61130964278312,2024-05-28 12:31:39.365279,2024-06-06 12:31:39.365279
16fbbea8-69d0-498e-b54b-44a9ce70ae27,Coupon Code,49.7221877301104,2024-05-01 10:42:33.333599,2024-05-13 10:42:33.333599
f86cf25b-b633-4cfa-9832-15780904f358,Referral Bonus,25.604429220938375,2024-04-30 04:41:16.592802,2024-05-13 04:41:16.592802
82921f27-a438-47ed-8805-68062d4a8219,Discount,18.703539701078217,2024-04-16 23:01:50.298731,2024-05-16 23:01:50.298731
