coupon_id,coupon_code,discount_amount,valid_from,valid_to
8df6a274-3533-4f6e-bd2e-8339e5a62c26,GYLWCVSA,17.816258175441813,2024-05-14 03:51:49.721123,2024-05-20 03:51:49.721123
f4d929a6-15d8-40df-90ba-a7d94fabd0f3,88B3B6RP,43.1651697908611,2024-06-09 23:53:40.276445,2024-06-25 23:53:40.276445
3fc3aaed-9d6e-456b-b3de-b49010228af6,VI3J96PZ,16.37387676929397,2024-05-16 15:45:21.800018,2024-05-30 15:45:21.800018
ca51a814-ce5c-42c9-8fba-b84af186b206,1O1IFCII,41.81890165504052,2024-06-08 16:06:43.488629,2024-07-01 16:06:43.488629
45cd6049-5204-493e-acb5-be73bb0af1be,B6QFZ7TK,40.18083080166105,2024-06-08 22:07:17.150416,2024-06-19 22:07:17.150416
8cca8db4-a2c8-4d90-8825-0db3abaa0465,OKP2W0F8,36.74386557432028,2024-05-18 04:08:28.071792,2024-06-09 04:08:28.071792
49a5d0b1-8418-4ad5-b564-d6bd4b030df7,LYJFHMSR,9.112057459924408,2024-06-07 06:09:56.986317,2024-06-19 06:09:56.986317
81d7a1ca-4818-4d08-afa0-9ba2d2aed5d6,HRAH9J4I,32.67222494518937,2024-06-12 14:55:17.230155,2024-07-08 14:55:17.230155
90c4c18b-4563-4a20-8407-dbde8cdf2c87,E12FQ207,35.13042176237765,2024-06-05 05:41:23.782566,2024-06-22 05:41:23.782566
0908a00e-8bbf-4d77-8176-1e89f324e066,YW6B99LG,13.675022470945331,2024-06-04 06:47:17.580145,2024-06-29 06:47:17.580145
e87ee61b-4582-42f8-ae1c-38ed15355c60,OQENTSRD,45.54571826650161,2024-05-31 03:57:21.511606,2024-06-26 03:57:21.511606
edf795ea-f50c-4f1a-bb4e-fc1bb76ea78c,8M6RFZO2,18.980970001480685,2024-05-10 08:11:24.789242,2024-06-09 08:11:24.789242
5ec4527b-a010-492f-8bcf-a098b410a80b,0QWFUWGY,33.27462458101411,2024-05-02 22:43:00.504528,2024-05-06 22:43:00.504528
176829ec-08c7-4606-a1d8-7eef03b59ad1,71EW3E26,49.5070250969772,2024-05-13 01:06:02.860844,2024-05-17 01:06:02.860844
f0d3a8e1-5056-4fd4-b385-531546794b1a,VI2WOKRD,47.539329563395896,2024-05-04 12:23:57.455978,2024-05-17 12:23:57.455978
a60cf1ed-0e4d-49f3-81fc-f79d28e6ca4f,8DPIS6RU,5.4780681715440185,2024-04-23 01:44:07.266273,2024-05-21 01:44:07.266273
a02a3d62-a6ff-4099-a4c9-91776cb6640a,5TCS46J7,20.448559954818677,2024-06-08 09:42:45.764088,2024-07-06 09:42:45.764088
cc4500fb-95b6-4431-9d32-6e6ec7b7db81,Y8JB0BBP,11.993324489816976,2024-06-13 06:02:17.340251,2024-06-30 06:02:17.340251
3d091ac2-2b1c-47f7-a9e5-6e41d986f371,CMM1HM7O,8.410223842928215,2024-05-21 22:38:00.335021,2024-06-18 22:38:00.335021
e64b8bc8-10de-4afe-a39c-04a3c2e5b821,ZTX21UXR,49.60382542327801,2024-06-11 15:08:14.480633,2024-07-09 15:08:14.480633
d53f5881-1292-4e16-ba2a-a63c28399f32,ZCHNL2WL,28.796601882258095,2024-06-08 21:41:35.693602,2024-06-26 21:41:35.693602
93bdf85e-6e4e-4147-9fa2-9244b63e47ab,NSAXVXZP,18.27507340572801,2024-06-06 21:11:26.985689,2024-06-24 21:11:26.985689
37d919b1-db8b-46b7-a038-2b001a12b83c,CZWLBCDX,33.17896390996263,2024-06-03 03:50:01.128701,2024-06-14 03:50:01.128701
ed0e022d-149e-49c4-a585-3975b798dffd,RSA2RGFX,26.197284983715342,2024-04-27 03:57:28.426741,2024-05-17 03:57:28.426741
553a8fc3-a4d8-4c56-b31c-7381c25299ae,L0DJM457,16.96167921682848,2024-06-13 02:12:23.866235,2024-06-18 02:12:23.866235
3bd89b57-f761-46a9-b1fd-805393c771ed,IUQI5SG5,15.048064757422434,2024-05-28 14:03:16.675361,2024-06-21 14:03:16.675361
33f561e0-0e5c-4304-93d4-62e5e4a1a7cb,DS7WA1OJ,30.620205841975032,2024-05-12 21:24:30.424214,2024-06-08 21:24:30.424214
115ffcef-bd6c-4388-bbf4-39feff87ab3a,W0MHOD3O,21.079668493018925,2024-05-31 03:45:14.950921,2024-06-13 03:45:14.950921
d78d2bfb-61cd-4aa9-ad54-c40302c7440a,0G9K1KQR,47.38073709413182,2024-06-01 06:56:44.545312,2024-06-03 06:56:44.545312
7c593dd1-91b5-4a6d-9343-58553414af82,DEL27Z8D,7.300530318403256,2024-05-20 06:54:16.187179,2024-06-13 06:54:16.187179
9cd42362-8635-4741-a456-07eed15ec36b,I8VFA3ZQ,39.2921858706096,2024-05-03 20:50:23.383574,2024-05-31 20:50:23.383574
7266fc03-ef6d-4439-bf2b-c44876d98190,9UOYRM33,42.15311237512033,2024-06-10 07:47:33.387916,2024-07-09 07:47:33.387916
cee7312f-b781-41a2-9c74-eaeeb7c8e7f6,ZPMCVWVY,11.409924276480957,2024-04-16 23:43:10.300340,2024-04-18 23:43:10.300340
0b6ae3ff-6396-4a0d-8fc6-ae434154132d,MFVZN5Y3,7.886118717288552,2024-05-26 12:03:40.900689,2024-06-15 12:03:40.900689
3762d580-b22d-4df9-9f33-a8977df65864,7A72GSE9,25.939455581427097,2024-05-18 22:35:29.571108,2024-05-22 22:35:29.571108
1d985230-d25b-4dc4-8863-1d7bf15a980a,E2SQ8HRH,46.13602506063779,2024-05-04 01:22:23.066998,2024-05-20 01:22:23.066998
25f69ad3-f405-4c70-be9d-e4eb5864883e,YUV6V1GV,45.1148457836882,2024-04-18 02:59:02.589615,2024-05-05 02:59:02.589615
aa9a47a9-bc3a-4589-aef6-523ad4f2c299,W97C920B,49.38547069618796,2024-06-10 20:16:04.509535,2024-07-08 20:16:04.509535
9f0d43d6-0dd3-49be-aa39-66a7dd57a423,HRUUDOVK,6.988982705027512,2024-05-26 07:22:06.899008,2024-06-15 07:22:06.899008
beb1d4f6-5222-40cb-be08-685e47ff216c,TNRVLHUC,33.52828957012875,2024-05-07 08:27:38.830142,2024-05-24 08:27:38.830142
1429d17b-3714-4e16-8da9-4c2b13b24d6d,SSH9SZYP,41.52690934391014,2024-06-02 20:44:29.211852,2024-06-28 20:44:29.211852
cbca5c74-275f-4201-b906-70a6d0c9bc92,4N9AH432,44.31080903566049,2024-04-27 09:49:01.540485,2024-05-24 09:49:01.540485
84255390-c2f3-4f7c-9ca4-1c3b17390e8d,XEN6YS21,25.067931774087047,2024-05-04 23:15:55.104317,2024-06-02 23:15:55.104317
ca423cfa-e672-4224-97b8-076742e387de,VQUB6ZNX,17.88924615040591,2024-04-27 08:12:28.933483,2024-05-09 08:12:28.933483
fac38ce6-dbc7-4fbe-9905-9899d2661dbf,04M664AQ,48.405226618683365,2024-06-09 11:26:35.527611,2024-06-15 11:26:35.527611
ab664019-8bc0-4668-8790-bbd14cde50f9,478V4P00,19.35875916363448,2024-06-12 15:37:10.608696,2024-06-28 15:37:10.608696
86ded7f6-983a-4c98-bf6a-5fe0b4eed798,49R748ER,46.84522414334349,2024-04-28 08:29:02.199298,2024-05-05 08:29:02.199298
3eabbede-bbb1-46a9-bd1d-c35fe46b8e6c,IM46Q1UU,13.835309923353018,2024-05-01 21:53:20.761793,2024-05-21 21:53:20.761793
e18b57b9-598f-44fd-889d-4b5cc9907ce6,XFCYLNH4,34.94029365604554,2024-04-24 10:31:02.919903,2024-05-19 10:31:02.919903
b6862641-3912-4d70-ba1c-189eb55e951d,OBN1O87L,42.55267341280966,2024-04-23 17:04:03.695735,2024-05-12 17:04:03.695735
bcd589e5-5e09-49a6-9778-8bbe8092fb11,F11YHV9H,32.339975167359405,2024-04-19 18:35:57.430289,2024-05-01 18:35:57.430289
2d48a874-118f-4edc-a298-a4c9f773e264,O2T1Y3TL,45.923281189062756,2024-06-06 18:43:42.069603,2024-06-16 18:43:42.069603
11a021ec-1c48-4fd0-a196-74ad8825dba7,GQRTUILE,5.088472791460009,2024-05-25 08:07:30.832892,2024-05-27 08:07:30.832892
78af6c79-639a-486f-8210-4cc1fe84b30a,A33Z68Y7,12.352629235249594,2024-04-27 19:25:29.693105,2024-05-12 19:25:29.693105
9dade3d7-8bce-42cb-89d9-7fb797463237,E4QC2JJO,14.269533179800213,2024-05-13 14:53:54.471029,2024-05-14 14:53:54.471029
c47ec113-0f71-47ff-9141-60c964ec686e,XCCTVT7J,13.858999754168083,2024-05-24 20:55:53.155688,2024-06-09 20:55:53.155688
cb61a9e7-ce21-44b9-ac00-ca162d2b6198,66U07LFP,17.440754548230114,2024-06-14 13:12:23.957883,2024-07-08 13:12:23.957883
380d0d7c-5e29-4473-9005-d17ad5d8ec0b,II0819AD,6.541311105936756,2024-05-01 11:34:47.826782,2024-05-23 11:34:47.826782
a05d1559-6ef7-4cc7-aaac-b6c71aae6d47,S1CRG06S,38.049027131667955,2024-05-11 10:18:02.445189,2024-05-28 10:18:02.445189
18429d15-775a-4785-b955-ff882cdd22ef,XNLHO4SJ,6.146498940481564,2024-05-10 13:13:28.613262,2024-05-11 13:13:28.613262
395edc11-72c1-4b14-b347-111fc6c79c70,YHU47TWF,44.31535210818369,2024-06-02 01:50:59.982435,2024-06-11 01:50:59.982435
6250b636-df36-4dc7-9448-83cc3f9997f8,CIJ0UOTS,35.474701507448216,2024-06-07 08:11:25.432819,2024-07-04 08:11:25.432819
04155d62-afed-466e-8ada-1a2366d873f7,D737QOOC,45.008647144838896,2024-04-24 15:06:45.877193,2024-05-08 15:06:45.877193
e5ab20eb-caa1-41f6-810d-998632af6222,LB3YH2G1,43.24051762237818,2024-04-17 14:09:50.048784,2024-04-25 14:09:50.048784
c1874d0a-7588-40f7-8fbd-c1c9e20719e6,W00ZGJCC,32.70063202117972,2024-05-20 03:26:22.397226,2024-06-19 03:26:22.397226
f3dd0638-d4c4-48c0-8286-0488fac9d2cc,1NZQGKRA,9.887949914328118,2024-06-09 03:30:00.079208,2024-07-06 03:30:00.079208
3b78b629-9051-4ebc-b8fc-dedc4b20c2dd,W55VL1AT,48.69847219933655,2024-05-02 20:44:53.714004,2024-05-29 20:44:53.714004
d9db8836-1fe5-4f95-8e67-fe3836a33e4a,EARL8Z2W,7.11905493681583,2024-04-17 17:37:10.888001,2024-05-15 17:37:10.888001
e7ef4c40-909c-49d0-8a5d-d71ba5eed28c,I8DJCI1V,33.33847969901675,2024-05-21 01:08:47.110078,2024-06-09 01:08:47.110078
90fc62ce-beeb-41ca-a620-814484543290,7HG68W8N,24.738357768535312,2024-05-23 15:10:09.703702,2024-06-19 15:10:09.703702
80092ac9-c155-41e8-8f36-6bfa99615a45,HL7VIG7H,11.762305631561343,2024-05-21 19:07:53.311450,2024-06-04 19:07:53.311450
f9091538-3f9a-429c-beb5-5cbe79f2a0d4,UG534WTV,17.359268206465075,2024-05-11 03:36:21.738135,2024-05-17 03:36:21.738135
52747cdc-7c2b-4694-9318-de3b7c98352e,GHCU4O9R,15.872504931416925,2024-06-11 15:17:42.038510,2024-07-08 15:17:42.038510
6296a758-5764-457f-8a6b-b2f1f68fe7d4,BDT44FO0,22.32490606276382,2024-05-18 21:04:52.626847,2024-06-17 21:04:52.626847
571b012a-9dcd-47da-9601-077bde3db3ee,5Y7W6ZZV,40.89424989416249,2024-05-17 02:36:19.184620,2024-06-10 02:36:19.184620
03016421-d45e-4ee9-bbc4-58dc3abefdf4,LHSN9ZQN,43.28798045573525,2024-06-10 22:16:55.631741,2024-06-25 22:16:55.631741
ee3cbaf8-95bc-45dd-b3fc-05b963e7f531,3Q3Z7KTV,25.097674271863834,2024-05-12 10:24:26.605506,2024-05-16 10:24:26.605506
519d0257-0fef-4f84-b050-24d29fc4f03c,NNW3BIOM,38.03137552236266,2024-06-03 22:23:11.948411,2024-06-26 22:23:11.948411
8be78378-3c1c-4abd-aae9-6c53ac5dc26f,YKZVY0D9,36.24187827337694,2024-05-02 07:01:29.215654,2024-05-19 07:01:29.215654
954a87c2-eb73-4a20-9dd3-ff804cb7be65,MOB55QEQ,46.86958157916196,2024-06-12 19:54:37.279130,2024-06-18 19:54:37.279130
828b7f88-25f0-429b-a6dc-ca359f36c232,HV0S91M8,29.78958034412751,2024-05-11 05:41:24.032760,2024-05-27 05:41:24.032760
5b3fce06-20d5-4852-8789-9a82ecf40efe,3ZLS8YQ7,7.766985400680513,2024-04-27 22:44:16.602358,2024-05-22 22:44:16.602358
9d5e6d68-021d-46e6-a394-c62df3b4e6e1,J7MO7KGD,47.4181909505853,2024-06-02 15:15:59.472139,2024-06-10 15:15:59.472139
7585be41-a230-4c23-8b4e-44abe977402e,T5NZEOSW,18.253641160648485,2024-06-08 16:20:32.169845,2024-07-03 16:20:32.169845
8860635a-15e4-499f-a0b6-216a148c0618,FNU1NBQG,12.725301582232326,2024-05-13 00:26:52.010652,2024-06-11 00:26:52.010652
c3fe20fc-324d-4b1d-8d6a-4736474f6a85,B7FN626R,25.976114757166844,2024-05-25 13:38:22.144409,2024-05-29 13:38:22.144409
75e820e4-6f47-4cd3-8d42-f065877e4a7f,EGY0YM41,17.810999703954913,2024-06-03 23:15:54.135079,2024-06-06 23:15:54.135079
04e180c3-52ca-44a7-870b-41be40802f47,EI5UHFE2,43.39892616675236,2024-05-31 08:54:49.864066,2024-06-13 08:54:49.864066
3e412369-750c-467f-bf75-8d81e94229d2,VTIRYP4W,47.24638080100592,2024-06-07 10:04:00.463852,2024-06-22 10:04:00.463852
7def9daa-bc5b-45b5-b9be-8e8a360c03dd,D9GXX0F7,38.83629916954745,2024-05-04 21:37:06.876319,2024-05-10 21:37:06.876319
630c2bb6-9eab-48b5-a6a3-11d387217b45,RTAORZNA,45.6582997891252,2024-05-13 15:03:16.147241,2024-06-05 15:03:16.147241
417d9ed6-6974-4ada-ad52-bb5a60f77e07,DLE8Z5KS,17.10316422008987,2024-04-21 19:47:08.931111,2024-04-27 19:47:08.931111
546159e8-1134-41ae-873a-280a5944bf5a,OFSPOHK5,38.260649541528366,2024-05-26 19:47:29.615250,2024-05-27 19:47:29.615250
71a658f3-940e-45fc-9f26-20adf1a93d70,PBE97HKO,37.29639908592698,2024-04-27 21:51:11.215761,2024-05-01 21:51:11.215761
d460b479-c190-4685-b0bc-fadf59e60931,4BYBOHX2,36.32470505307931,2024-05-01 14:03:12.400673,2024-05-12 14:03:12.400673
1771d891-5663-4c21-aaf7-a8b03229df0f,4JRI5XCY,7.057645325802142,2024-06-03 18:56:22.654344,2024-06-09 18:56:22.654344
43cb04d3-7c8a-4fbe-9d18-4c7353e93284,PJND17PE,15.072139596825256,2024-04-27 11:30:39.933364,2024-04-29 11:30:39.933364
a964c830-eb4e-4181-888f-1e9143e59b9e,IRXDCFNY,34.19480757277927,2024-06-04 11:03:29.619592,2024-06-06 11:03:29.619592
08b80351-f733-4366-a607-9106c7c9de75,TR5QLMFZ,27.45425367361188,2024-06-08 10:50:10.110929,2024-06-19 10:50:10.110929
a41f70e7-59cb-41f1-af6a-85872eb074ec,RROIUW9V,35.75638168660226,2024-06-11 17:37:55.450282,2024-06-23 17:37:55.450282
b785c2e2-3dc3-4f8e-b917-0991a59147cd,PQJX4TQQ,18.87075439615796,2024-04-26 01:37:20.691092,2024-05-08 01:37:20.691092
e038a7ef-4fb2-4449-b294-ff8750a83988,LT0RPVPU,37.90323737626153,2024-05-02 00:51:34.843944,2024-05-14 00:51:34.843944
1318cd90-3c72-46b5-99dc-738b28c599cf,QOPOVVPO,20.584206860817844,2024-04-24 11:54:27.226609,2024-05-02 11:54:27.226609
f42173a7-4b99-4851-8c59-d691e45407e6,E3WIJW24,29.609471389053084,2024-05-30 16:21:16.533680,2024-06-16 16:21:16.533680
0bebf505-893b-4a7d-8208-7bbbf81a7915,Q9VO4UOJ,38.59718214213712,2024-06-06 05:42:36.481064,2024-06-19 05:42:36.481064
30c541a1-658b-496a-84b6-ee9c56fffc25,0FM6H93X,15.255474307230163,2024-05-24 09:47:18.562349,2024-06-14 09:47:18.562349
5c2600f7-83b3-4299-b718-e86095de7841,12JFXW02,31.016091619184248,2024-05-03 05:04:48.293707,2024-05-14 05:04:48.293707
da51762e-8c59-4dee-8f27-7ddfb86e8a05,S69Q1UE8,35.430965593207006,2024-05-17 20:27:49.504855,2024-06-14 20:27:49.504855
1d295959-742c-4694-b1b7-9b863109fb5a,VQF0FK26,12.45190103210964,2024-06-13 16:54:01.539430,2024-07-03 16:54:01.539430
cf40a842-ce28-4b7a-bc31-cd2ec7d989b8,250LJGB5,38.76864969470002,2024-04-22 00:10:55.085767,2024-05-11 00:10:55.085767
9d42472c-c63d-49eb-a9e6-5787e53e0a09,6GGS549A,22.495581831240184,2024-05-20 11:59:22.996628,2024-06-01 11:59:22.996628
bae08e91-fc27-48a2-bfac-4c03b8dbcef8,9AX85QUQ,45.74650300824198,2024-06-01 09:03:17.301816,2024-06-18 09:03:17.301816
8ba81d83-e73d-437e-8bf2-8be9234207cd,G96ZB5IB,21.880006595590178,2024-05-18 02:34:36.973014,2024-06-17 02:34:36.973014
4b7e669b-c4ac-45ec-a237-18bf8557a85b,C02B89FK,38.859272852947825,2024-05-14 08:09:49.082405,2024-06-13 08:09:49.082405
482a6503-1ab0-48d9-a046-702660ba785d,2AFSFBEY,47.798511484693385,2024-06-08 16:08:41.709340,2024-06-30 16:08:41.709340
0b2d1ca4-e9a1-4ed3-85c2-452a717f6dfd,UEBXTCFI,15.967958585396364,2024-06-11 17:37:10.450796,2024-06-13 17:37:10.450796
8d2bf132-d8ed-45df-a3cb-3854fbf691e1,IDQBK774,16.94680090278977,2024-04-26 16:51:07.628315,2024-05-10 16:51:07.628315
cfa75f54-45b9-4865-b2ed-839ca4941b94,YKXWLCS8,41.09438602667054,2024-05-17 10:18:45.782875,2024-05-18 10:18:45.782875
79c1a130-8cf0-4675-a171-361bfb3127b4,ANPXYE9C,35.053153669481325,2024-06-05 17:55:43.191144,2024-06-09 17:55:43.191144
7913319e-a9dd-4240-a1c9-8d25f03fb41e,KJ8EPGL8,29.003421884659637,2024-05-07 16:48:14.027095,2024-05-23 16:48:14.027095
977bb574-a2cb-4039-a389-1b90de5ce174,LSO3HHOH,19.118536431915118,2024-06-14 09:12:00.418972,2024-06-16 09:12:00.418972
1e843e83-33d7-4ea0-9e5e-f6962a9aed86,ALFW3KRV,46.99314924651564,2024-05-30 07:30:09.211993,2024-06-23 07:30:09.211993
e681cb96-dc4b-49d9-8ce3-a00f60c75223,MGWTIV0I,41.30864938975909,2024-05-26 15:19:23.674896,2024-05-30 15:19:23.674896
fe3acc47-5da0-4f8f-b180-4cca28309c0b,4UIYQ9V0,44.90784651892607,2024-04-26 07:10:51.547014,2024-05-04 07:10:51.547014
3a5fb0b2-b894-44dc-afc8-1529c388ba0c,FYCLL91L,22.185097350257386,2024-05-13 05:36:00.078644,2024-05-22 05:36:00.078644
02e779ba-f7be-4b45-8fdd-c6c1a9d49496,06OP266O,49.913832308703576,2024-06-06 22:07:08.909681,2024-06-18 22:07:08.909681
f13297b2-bdfc-4865-b2fb-97a1c420f353,8UDQD2LQ,42.25915322653421,2024-06-03 19:25:45.734648,2024-06-15 19:25:45.734648
334318f4-d63c-4720-8259-d9cd6e712673,96VIWZMS,46.18635655255212,2024-05-07 15:41:35.202942,2024-05-23 15:41:35.202942
4f0c74c4-e38d-42d9-8a78-1278f9e9ad6b,QG39TY91,25.596153718769465,2024-06-13 00:06:54.663617,2024-06-15 00:06:54.663617
2c265e35-800e-4953-857d-4d69a08f773b,NP4D495F,17.12034456208235,2024-05-20 19:12:54.914205,2024-05-30 19:12:54.914205
f64cf4b9-5c0b-4d75-b1d1-88573f53e451,MRZ0DNUD,9.265730438119398,2024-05-10 07:55:07.619884,2024-05-26 07:55:07.619884
687df0a1-5e18-4609-80fe-da69db8452c4,QLPSDSGE,48.905025792236735,2024-06-02 00:13:30.285990,2024-06-20 00:13:30.285990
9e841c43-063f-4eab-a31a-d3ca6a69c641,YYSCI8TI,22.027132130548864,2024-05-12 18:26:00.541077,2024-05-15 18:26:00.541077
333d8582-11ab-4ccd-a804-41f112e511b6,WQ0JMUCG,15.599850237150651,2024-06-04 02:45:32.029849,2024-06-10 02:45:32.029849
6c680a49-56f4-4677-810e-87f0c6dd413f,GR2KX2TS,20.88067422665301,2024-05-20 04:31:51.303408,2024-06-06 04:31:51.303408
6117fcbe-8e93-4500-9425-6c63f4d884c5,RC1RMFHI,35.180947661290205,2024-06-03 13:35:39.154994,2024-06-10 13:35:39.154994
3a043011-ac3e-4ebb-9f0e-ea819c6395a6,Z4BH1V6Z,29.580481735171556,2024-05-01 07:53:28.024929,2024-05-10 07:53:28.024929
734c7833-4d03-4372-802f-2bb514c06c7d,BSUKXCZD,39.82504594847586,2024-06-08 03:41:22.907862,2024-07-07 03:41:22.907862
c266240b-a482-4e0f-8db9-07a91c7893a7,OIFAL75T,24.473872068641658,2024-06-08 01:10:39.471899,2024-07-05 01:10:39.471899
90135715-90a9-44e0-9b51-4158fde8ee60,DRHVLAEE,14.48967958434749,2024-04-25 03:38:47.989880,2024-05-09 03:38:47.989880
e9ab986e-2532-404d-9dfb-87662136345e,WA67OE0P,26.933430251526733,2024-05-16 15:36:54.358063,2024-06-11 15:36:54.358063
5a1b293e-dfaf-4e03-b4f0-c641c7d18170,CJNDO2HI,36.0749190109039,2024-06-13 15:41:20.150207,2024-07-01 15:41:20.150207
64c1cf7a-23f7-4d01-a987-b2fe6116e528,ALR72SK4,15.382184271045782,2024-05-08 23:29:31.217135,2024-06-04 23:29:31.217135
03ff3b62-6174-49a9-aee5-9c1922007c96,QMFEQSOF,41.249176988371886,2024-04-19 17:16:00.758005,2024-05-19 17:16:00.758005
