vehicle_id,vehicle_type,capacity,registration_number,driver_id
d4d97a97-5e67-40b9-96a5-379640f780ee,SUV,1,0Z 1M9TGP,23d611ac-8b1e-497e-97d6-f9fe6f924417
1a4fa8de-7ff0-48b5-a280-dff950670651,Truck,2,05VU3,1e3f83dc-c37f-4f57-a410-7760a03dfe11
023bf383-590d-4000-969d-dd8e8dd07ba2,Truck,6,821 RKP,b7ad7f91-2b1c-45b8-afab-ac32e0a8d5aa
58447e11-0690-4b77-9ae5-5cdb6775bc4f,Truck,3,BCJ 946,2b1e6186-5372-42f8-8b5d-d7b682a4d6e1
27c855af-3e2c-4a26-a181-91e10c98a5e8,SUV,2,KEP 288,580814a7-d669-44f7-b9cf-20e058e76c8a
04343263-3daf-4750-a96e-b6667bddf28c,SUV,8,AS1 U1R,903a8bcc-31c4-4477-8d46-ee6a4d274854
fa84c12b-738b-4df6-89a0-2549e88d7477,Truck,4,38Q H99,76cd2690-2521-4ed8-b55e-ec76893d0f83
f48ddc31-1158-4f63-9260-628cedf32734,Truck,2,9-N9609,85a1f0eb-4ea1-4932-b89f-58e8de4e8df6
651f05ff-46fa-4b76-83f4-eb19aef53f0b,Van,1,995-OEA,5da6c624-19ca-4856-b92d-0d936cbebc16
9e33424a-216b-46c5-9d2a-2a508d9bd52d,Sedan,8,3-30158,4ca1ade9-cbe7-47dd-afff-c3525fee19ff
4f3f6299-30e5-4a87-9418-4a79cfc15205,Truck,10,389 DOY,b1ada419-0119-4b73-80de-aa4a550c0910
1b34816c-c654-4887-94c4-e08cbb011263,Van,7,F12 2XX,9d0d161d-ac86-4107-9ade-72325edd6ae8
09c58e75-3a80-4add-9396-b51a6ee33bc0,Truck,3,1WU4306,456e3524-9d84-4b26-a086-0c191f04d319
ad48a980-a1a3-4134-ba50-6a4797ef3670,Van,5,OUE C98,a4a9b2d2-0252-4033-a9c8-41e3d8dd2b31
c28e17c8-4dd2-47dd-85d7-0f8aba94250e,Van,10,304-AHRK,86ad0103-83f8-4d79-9e7e-6346b51b81e1
24477627-7c96-4ba6-b29d-04a1f2997aac,Van,9,870K,60e75c51-844e-45aa-91ac-0921ea2b2dca
9531b5a9-3ce7-420e-905d-189488904383,Sedan,3,0ZH70,7bb35a6c-0de8-4cf4-b196-bb83b3683eee
ac760e20-7afa-4988-acc1-c70b2212a3f2,Van,8,0UL 679,b062f264-64a4-4b70-9527-60466e5fe373
4b79605e-8bc5-4952-ac3c-714500283ef9,Van,2,2XH2995,8ec7b50d-36cc-4f65-aab2-6f257f91b844
4c98b311-6f13-4248-aedf-5a3e1a8100a0,Van,3,PLN-2558,ef69de94-03c1-4b36-8885-158f35102f95
3b8908e0-8286-439c-949b-5be6fe80bcc1,SUV,5,EAU-5775,d86b69e6-9b19-4830-9019-66da5d61593a
1691b638-4daf-4bf7-abb6-d4c83363a0e7,Sedan,7,9-70957,b356a73c-00d7-4138-9767-9df1a6cad946
589d4c25-d82f-4c5a-9063-dbfac9111913,SUV,2,VQN1329,b491308d-96d2-481d-9f16-7fa7e2d032a7
914b6a3f-d9f5-4dae-b7c9-0374af9c9d71,Truck,6,474-GFI,41330968-71ab-46f5-b6de-d69433731ae9
3aa4a498-9900-418e-916d-9d17867b7bde,Van,7,6D X9056,84bb8f37-2678-4c74-9551-72477ad947f9
d0420cf0-4463-4a7c-983f-e2df243fd195,Truck,5,KKB 416,bb8857e6-bc2c-40fe-9d4e-132c1ef61836
684c11e4-8eae-45c1-accc-055275d7cc5f,Truck,3,VMT-940,0d09279b-2807-48c1-86c5-144497f04a7e
5f31d7a4-fa61-4457-ad99-aea02ddddb24,Sedan,4,9E YQ573,5fa42bd7-61b0-4b68-8318-b5b207f2b048
707b2d8b-8aef-456d-ba84-cf42c3936b62,Sedan,9,916 ZRV,c8283b07-91e7-4d38-aad2-a3e7633a61cb
8e34dacf-1d31-4542-81a9-2045260e6015,Van,5,KYQ-9650,e78cb5f7-974b-453d-98d4-74a73871599f
46f5c82c-0f50-445d-b589-6a7669b845c2,Van,7,1OO37,e5439f80-60e7-4cb3-b2f7-12a518ada907
11edade0-bd0f-4f11-abae-5023404093bf,Truck,1,OFK-658,6db36733-e813-4d26-8998-0fd129dcbcc2
9cd54c55-b964-4755-b9f7-e2e13ee69dfd,Van,8,HCG 782,aa7ce455-e64c-4d75-9ce5-091f4732dced
c596b175-51b2-4d18-bfac-8df6e40bc285,SUV,4,089 TXY,f3c61be9-1eb4-4439-aaa2-138e5a8f961c
09a52d1a-0d8f-4471-a9e9-1d3e215c5e31,Sedan,8,321 TDE,9bfd284e-4cfb-4f96-8fce-735eaea2b585
4763dec5-5a75-4fdb-90ce-46bc7c963bba,SUV,10,HGJ R20,21bb8a0e-214a-49b1-9075-de9d0763bbd4
d1739cc4-925b-4424-9132-c2815291918d,Van,7,582CRO,813522ad-cffd-4fc2-a4a7-402e10eeac84
1e9cc554-219c-472e-8dc4-51e03219ecff,Truck,5,QGG-4909,bfcd946e-c1b5-4c01-a828-e350168e5433
41e81d0d-1328-4fd5-b8f6-8dd1a7974339,SUV,2,607 YHU,d50167fd-5352-4c8b-8ded-24102f4e7321
7fea62d4-9f95-4b5c-bfea-c8ad0233969e,Sedan,1,003-IMN,1da875ff-e4ae-4965-bf2a-09bfe1235e9e
23f62711-08c9-4148-aaf1-0d647f1339c2,Sedan,4,2206,90241acf-e77e-4fea-b40e-bd4979d0c2a5
a8230a5c-eb54-4c6c-8991-73e51439df62,Truck,8,2Y AC802,ccf3e3a4-a9bb-4f4c-b94e-b7d0599da205
ea01cdd3-aa45-4ca1-9b07-bbbe04ebd630,Sedan,9,JES7559,9da2eb12-e1cb-4a9f-83bc-5b121995ed46
fcc3d8b6-7291-4e27-aae9-6f4a1347d820,Sedan,8,782 CM6,61f64fad-e722-40e8-b24f-dc40dcea3b72
5a2758c3-7882-4e72-b2b7-9e415a0addb1,SUV,7,ODX 553,87f8d93b-c5fd-4806-97e0-ba701c0a63bf
81093e6b-b78b-4837-a914-4e8eaa441436,Truck,9,OVH-439,b70940a9-3d9c-4414-ba44-7ade14e4ebeb
4d4868d0-3d55-4c76-b34b-79d92e6da6df,Van,6,Z45 4UZ,eb424715-4e5e-4707-b3c4-6f2cce9c6902
26c1d366-38f4-4eb8-abc7-0303f69a667a,SUV,4,329 RFK,10cdf067-dcc2-4d9a-8681-f34786c55e20
b9037bff-367d-4ab2-86b5-3e90a159b70f,Sedan,2,487IAA,59735fe2-0104-40fa-b40b-33a59447196e
52acf129-3193-4792-b961-92dbc9118b00,Truck,3,81-17456,991f0887-329d-4ea0-b28e-9a758c2be29c
b6b8fa40-6f76-4527-9d4b-a8e08d1e0c9b,Truck,6,097 1RR,b91f2870-6237-482c-9473-77c8a587646c
40d7ea6e-bb6f-4bbe-ab75-207ec6412ac2,Van,6,OPL 799,3d129de3-6b44-4af7-940e-6fbd42fe5f0d
0b4d80d7-f5bc-4cb9-8326-0dca6977f772,SUV,2,92B 1344,6bb1b938-9518-4029-9f61-4c3f408e8d74
227e921a-477b-41c7-b9db-8eba6ec1092a,SUV,1,8I977,ba58ced8-b1b5-44b7-bfff-91f5981c0230
50c3d7dc-a31e-4dc6-8941-c836d440687f,Truck,2,16-TY41,9609da86-15cd-46f9-8faa-b7cc25af99d9
0906384b-687c-417d-ba26-0c88639620fb,SUV,3,Q 420153,5232d7d9-a866-4e86-97bb-d5065f4051c2
81d707d7-f104-40c4-90b5-e4e9d11f2fd7,SUV,8,QW 3581,52b0f560-a7a1-4a01-a145-129b06fab646
4da20969-4434-40fd-a486-ee688c5963eb,Truck,7,656 5WN,f78b3794-09ae-476d-9298-ebfb3cb9b3bb
b43ccd6e-4875-496c-8ad4-a89950eb366b,Truck,7,104-YMG,18d6b6d6-82cf-4f7b-977c-821ecb172699
d8201ab1-db21-4b06-baae-c42b614a4d44,Van,3,YR4 4191,dab9c665-d54a-44a8-b0d8-b86946f8112f
94b9bdbc-1733-473e-9e36-4cbdc2c88844,Van,7,8174 DZ,4ed5c755-88b5-4fb3-9fbd-b67b40d04112
0e74152f-d591-4d4e-a221-b2fdecc2ec8f,SUV,1,YSC 996,b554d613-ee6e-4230-be28-df9d114e81a4
a1bce20d-35fd-4c54-b237-837e587c90ea,SUV,7,6SN 539,aaa2eb26-441d-47fe-b19c-f271aa52fe7a
3a9b00d0-4fa9-41f7-a58e-71b019ffa916,Truck,3,XCX-3350,607ab6dd-a5e3-4ddb-806b-057fa47c6766
85aa1509-6c32-4068-88cd-1ee79c7d2090,Sedan,3,549 RXZ,6500b867-f5ab-48a7-91be-0b60238d0f58
ef5412bf-1046-4faa-b16c-a89a1fb155a5,Sedan,7,6WW58,d8f20695-6bff-45d8-9b09-6c9b5fa9870f
82a7f86c-aa5d-4b98-9620-8b641992fd1f,Sedan,6,HFZ 181,f48aea4c-6480-4677-829d-4d7c42ae322e
69539ce4-f1ab-4aba-a9ce-073569adff7e,Truck,8,4PV 352,8d551eee-9dbf-41cd-aed1-4de2a0ce007f
13c61848-a294-4554-96cf-e26043eb0c10,Van,9,WFU-340,a44cca4d-f700-40bd-b6d5-3416462aee58
b05eddf7-e04c-4023-a108-cb1843bac93d,Van,3,B63-ZQF,86287169-1f32-4058-bd94-372a051da928
784d9a27-3103-4fb2-8b18-250bbc193c48,SUV,8,34G•637,3a13b897-1f57-4568-9679-007596219542
0bd4b257-b1fa-4a73-8cb6-ff076bb8f975,Truck,1,2-47636,1fb07ec7-57ec-466b-bf52-a23f4fe2310f
3462252c-f21f-4c9f-b731-49b171adf007,Truck,6,LPH 902,6fe2f008-bb77-4deb-a49a-a599a20233a6
c0b689d7-f845-42bd-af6a-6096a2e13c23,Van,8,1JM 540,d85f854e-95b1-495f-996b-79a92ddccf82
04f6723c-6bad-41fb-84f4-363df0ba9800,Van,7,910 CMD,e45fae02-16ef-40cf-ab1b-f5ba81abf95a
8207020a-0ccc-43fa-9563-0d79faf716c1,Truck,1,52-60289,afc41803-a13a-4686-8b87-219a13d5532f
d08b8c1a-7826-4e86-99e4-5c42965ddd8a,Truck,5,674 ITI,f196561a-32d2-4d0f-900e-66f0c964fbd8
f588c21c-01e6-4379-aa15-31332a815465,Van,4,8ETF 70,02bab82f-62a6-4f71-a047-d7c4a1deeb02
206eb650-e8f0-43d2-8dca-cbb570aa48d7,SUV,2,0869 IC,908ed570-02da-4199-b249-ad9ac9daa2bf
ebdce124-dc2c-4479-ba6c-99572a178d48,Truck,9,150O0,4e598685-7bd7-4b59-8e75-f910fb7681f2
e94bfa73-87f0-4ae5-a849-eac83fab149b,SUV,4,U 862888,f26f931c-928d-4c32-aa7e-4f600138561e
5a9e6340-4210-44c4-a14c-2bcb1c4175ae,Van,7,85-BG85,a42f4749-e037-464c-aae7-6bafd7825f08
36761efa-93ed-47b7-a982-a0ffc84a1e3d,SUV,8,2GAV 53,1790e55f-eaeb-45ed-a3e0-0db4862b64d0
9d0976db-3d8e-4241-a07f-c578e03fc1c3,Van,7,258 ZN9,09abd935-f62b-4154-a496-6a1c684587c7
7b60d37a-dd5d-4cbb-961f-c02918cb9419,Van,6,8YW A28,4f9e5272-8e0d-4075-b0fd-37fdd51b91a2
25a8f061-4279-4ced-b2ad-40c10a8d20e7,Truck,7,453-CCK,0f06d768-1133-43ad-b613-8d2472281baf
8f92f5d4-c54f-4361-b08e-52daaef5ef66,SUV,1,TYP-3190,7c65e2b6-5464-4b75-94bf-497f67b69d0a
b164f413-d735-4647-a36c-d30d95f5befc,Sedan,4,QMN 2338,1c91be2e-d217-4c48-8e54-21ff7e612d54
726c143d-1949-4e70-9b63-9d92d2da0cb8,Van,1,Z 561432,09f8ccb9-f8d7-4ff1-b5a7-e6907b745272
6e3a55e4-a886-43a2-b986-8690d8944ec4,Truck,5,C44 2JU,49a7d42a-cddf-44fc-a35c-41c1bc67ce8a
93e57b36-3e90-48c7-bc28-13f26396a355,Van,6,Q16 1AX,18c531c6-cbab-46f2-a0bf-440e55d68247
f00cb0a4-df2c-4ea3-903e-510956e568b6,Sedan,3,NR-1980,c4f6e53c-7b6e-4a03-8eaf-ac998d1f242e
66dafbf1-4dae-42bf-9aab-658f06cb08dd,Sedan,8,XMI 581,985573d6-cf0d-4362-80d6-9b5caeb52c11
2c2cbfb9-6a73-452e-9c46-6289fa148102,Truck,4,576 NVQ,c2679f1e-3b80-4916-84c8-23bca37bd213
9cfe3b78-8216-4206-bea8-86e363fffa51,Van,6,ROV 790,5f86152c-0d0e-4795-b141-8233a307c229
277e02ae-31b1-4e54-b24b-97fe12acb55f,Van,2,847T5,5aecd719-e97e-4016-a995-933a70cdf07a
97702b7e-6126-4271-9538-9416cc100805,Truck,7,548 GHN,8843bb9a-1118-414d-a78f-2f1672388b96
bbbf695a-5055-478e-979f-3a51b82ecd4f,Van,6,TWJ 121,4f1e113a-5fda-44cd-9eca-00cb448ec188
1200db77-1c03-4207-8368-9cdd6abb54c5,Truck,2,9UY H73,194dab67-9a54-4e21-a5f4-a873998b8ef5
2b5c7579-4119-45a6-bd8e-2a325bb02f48,Sedan,2,1IU2069,ad6df579-23dd-4f46-9a62-f962e17dde8c
0b272135-5112-43b9-a45e-2bb11b0c496b,Van,10,7TW6940,df26fc07-730a-4a94-95ae-df91f74f60c7
b75bc634-b82d-40f9-a4f0-0b75af110e27,SUV,3,QCN-017,1bac6e21-bdd5-408e-bd4c-7fde0fbdfc09
1f2b4a90-178a-4b0e-b6ab-5efedc12a4b5,Truck,8,27N Z63,9b933888-0130-492c-a30e-835ff7e3486b
3b0e52ed-a842-4c67-8d61-b77c98b96b83,Sedan,6,4-71483,159f4612-3178-430a-ace7-01a0420cb8a1
ed91315d-29a9-4d04-8cb7-6a8bc0e19a21,Sedan,7,4-U0160,107e6d9c-ee02-48b7-9f2d-01ca3cb194be
c6bd0f92-3d1b-475e-a936-73d60fdb418e,Truck,8,1JI F47,83242b28-e4ee-4d93-8a93-a67db210c49f
fb7debbf-0cc6-45f8-a88e-2d39bd0c2a77,Van,8,50RF836,f6df950b-7d5a-4398-9278-19cefcd15aa8
a392df02-eb67-4d18-8523-7c2f27535d27,Van,3,46V J93,138f7a59-79f6-40a1-8b74-b356c7703c2f
b4439d9b-815a-4c45-a434-38c299f02b1c,Sedan,10,MRX-7734,e38a38fc-2101-4e82-9d9a-66ddf3032a07
ce28abb8-7f2d-44cc-8d6f-a34cdd07b72d,Truck,1,X49 5WV,bb785294-f12d-4e1a-a331-bd0044b488a4
5365e2db-2030-45d3-8e64-3d9c1a565fcd,SUV,3,292B,ae3caba6-f179-44b6-baa1-a93582ef677a
e2442c25-5712-4eb5-9784-c4b961a5166a,Van,2,UU6 8410,4012cf09-944c-4c21-819a-efa2c1ba9dd8
25253330-d0cc-41c8-a7ad-34f2a0a8bbdb,Truck,7,559 TRH,802d5ba6-b731-4630-b64e-5332c2773ba7
d4384b87-4fba-4f54-934c-f7db88c72645,Van,9,8HW12,fd9b67a2-422a-47a3-a515-c39756224041
b712951e-9093-4eb0-8697-2e98bdb5008e,Sedan,8,55X 226,d73f8296-37fa-4c4e-be52-948eea2832ae
9f0d90a6-76c4-4c0b-9cf6-982426f29a72,Sedan,6,962 CLV,fdba2eeb-98e2-49db-9ecb-06ac4af6e273
162dae38-555f-4fc8-8c56-9590592b010d,Van,1,746 GO7,0a24eab9-6b66-4024-bc32-06d01fb532ec
5c83b680-a4ca-4e69-8333-5b0c5a602e83,Van,9,244VMY,e91f3a74-5807-40af-b5b4-9be3f22949f8
377036f0-667e-462e-a686-b63dc14334fb,Truck,9,73-EH76,57c1525e-3ab9-4570-a6e8-ed4aa7a7763c
2662262e-981b-45d4-8add-1d7b6799dce3,Truck,6,421 KSX,9b27bf9b-c427-4711-8f0c-3bb6be3edc98
c55de2c1-41f0-4a04-8322-9c77417d8593,SUV,6,105 3454,10e3372a-6d21-4bd8-ab2d-fdff9d4c7cdb
3d558c0e-c438-4d88-8372-53ea937b8a8b,Van,8,P96 1OC,a00bfe5d-680a-430a-bd0b-468ff7bf37ac
499a85ca-d0f0-44ae-a35f-a7c4f28eb5e5,SUV,8,4BZ 871,385f2ac3-8d6d-4924-9d05-af888e5870a0
aec23c43-03ce-4d45-a356-9a8c77a335d8,Van,9,8Z 84221,9df309e9-2be5-490d-a021-9d60d01d0f12
db6ea96a-c191-464f-8331-6ecfa58cbf06,Truck,7,KPH 873,6bab819d-7550-4d31-affc-fcde05fc829e
a37b800c-831b-4af0-bc1d-3b7ccb14026c,Sedan,9,736H5,10883333-2e33-4120-980a-24db5c72b2a5
35512702-308c-4431-9276-092e977cd748,Sedan,8,WT-4640,af9ffaf2-9e6a-4474-b0ab-47f0521490ff
b86f82da-ceb2-4c9b-9255-dd0f0a83ef51,Truck,8,311NHV,89a4b161-5a92-45f1-a20f-96dfbd545baa
f943d4db-be05-40b8-af0d-200f7988f8f6,SUV,7,6W 9O2MKM,bed021e7-2389-48b6-8063-2c93e9006973
6d0a0590-b9fb-479d-8885-298a4cc1f89e,Van,2,860 0PZ,c1c82a9a-f78b-4621-aac2-784176d52be5
f72a7d3a-a0e8-4b85-acb3-563470a7441d,Van,1,302 7KS,2f1e696c-73a3-40b8-9968-464b987a840e
68aef701-91fe-4e94-8131-801252bfc8db,Sedan,5,1BM3558,2c1d3e8d-1a8a-426d-a5d4-ca24037f2032
3c620ce8-2d7d-4269-99b0-497a90440738,Van,9,WAR 436,0f6500e7-e510-486f-a571-3594e5665947
18627181-5739-4ca9-8d4b-40dfb89004c7,Truck,5,80N 462,7b790453-1b55-4a3e-b35c-d063c823b84c
cb2609c2-ac3f-47ad-abd0-1b4f4e1f442a,Van,3,VFH8642,d28863df-adbb-40b7-982b-5bae2e54ee13
71ffdfe2-eca3-4510-85dc-23996d326db5,Van,9,ZZV 186,446f8243-c860-4b20-8dae-3c50b66d27df
aa598bc3-29dd-4b29-8429-4d6fcb773468,Sedan,1,UOG D84,cb86ba63-c3db-42ee-ae46-2ef215b1ec11
e2fd31a7-b9b2-49b5-975f-513550855583,Van,9,ORS-0193,584b6112-125b-4a85-9a4f-6d5a264ff715
3137d777-4e07-455a-9677-b911cacc1d89,Van,6,659 6QX,4c880dfd-909c-413d-89af-625358e4fe2c
0d6a64d0-3916-4c41-8957-fc7cd84f179d,Sedan,2,XVV-486,24e2007e-cabc-476a-9d47-5ff644c1ba2e
1cb31444-e9a0-4dc8-bffb-f104be41e245,Van,9,6-8718D,7059f7a8-a2e3-4cf7-9120-e1922c39aca1
3f4e99e7-e7c2-444a-b41b-f9ddad36f310,Truck,7,408-RPG,7fa81b4a-5eac-49b5-8df3-84d005d78b0f
3e67da97-c20c-4b55-bd4f-f307f0ed2e21,Sedan,1,LOR-0183,d6d7b68c-5707-4b42-a407-8bf07206a479
61bb6dbd-70d5-4264-814f-f1959e93b8cf,Van,10,237 JU2,4cebadfa-9e6d-4a22-8914-bf1cc61fcf60
48a49eef-4ef2-46ac-8ec5-99550b9e08ea,SUV,8,RSX 1559,636d5561-eed1-49b0-b9b9-c0c1120182f6
86924461-acd0-4411-8fad-40fb7a91b1df,SUV,6,311-021,873305b1-06e7-43ba-9dd8-0bdea1423841
ae156028-65fc-40a3-aa01-a9e86c44849f,Sedan,1,MNR 965,d0c0198a-2284-411a-ad25-7b8efec379b9
1568e3c9-8693-40aa-a088-c456b011f20b,Truck,2,44-3244Q,662bd855-bd95-4ca1-990d-5144f51dbf08
0a32dca9-6c85-4df1-99d5-4f2d144bd798,Van,10,315S,29febf6a-2f1f-4176-a3a4-a0b72736dfba
c3568d18-e5fb-4dd9-afa7-27ffaa0c6d32,Sedan,5,8B 5577M,173202d5-95b3-4435-9768-ff160965985f
bd7b1789-de4b-4c0a-9a07-96093e77b835,Van,3,008X6,8048318d-887b-4b8d-b140-90e33952d945
083493ab-5846-4c97-959b-3d1b06ee350c,SUV,1,639 RLZ,5604e4c4-67cb-4799-a437-5d04b9d209d3
9ba12a18-3478-4794-8fb2-f3a93554d741,SUV,1,054 9903,cc01abe9-866e-43e1-93e1-9d144d87ee78
6f7605ba-8d7f-4d1a-9d65-76e4283a8417,Truck,6,1CCQ243,54ae0424-31be-4fa4-967e-090447a7ac8d
a8527530-ae4b-4b86-a697-2ea7c6aa1692,SUV,4,ZNJ-2674,619e08d9-b491-40d1-a74c-9fffe6fdafbe
ca3077e9-993a-4f33-9518-9076262fb4ab,Truck,10,491-969,5f0e0b79-6269-4556-9fcc-8004b0998ea1
aa2aa9ec-735d-4a17-8f20-0fad1f63646f,Sedan,1,101AOW,3fd7c694-fa0e-4db1-89f3-f5e1513e7671
7685e3c6-f508-4584-ac00-e4882f31ddd6,SUV,5,Y81-60B,15dbd927-7ded-4bc8-831c-d9e538bd9ec5
1eb216a6-db23-4720-adaa-9b5154766807,Van,6,4T477,e499d4cd-82cb-4b6a-9574-aef24067a024
386994dc-71b2-4ff3-9b12-022cdc2d86e6,Sedan,6,LCS 666,eda960bd-cc75-4e59-851d-ac76a83ec2f2
3b48a46e-ad49-475e-a1ee-accf633e646e,Truck,1,CKW-165,b3832f90-0544-4674-b9d6-60ac2b64717e
0d280b83-792c-42c4-9f55-e04bffab083d,SUV,1,KOD 7648,dbe66f20-3691-4606-b340-9cb51ea0ec01
23d8c7c9-6589-4ffd-844d-9ab2882bd082,Sedan,8,HCP 377,762688da-c64a-4083-8360-e299ab35f9e4
5cc1c0e6-615c-4f72-9241-6a0cdb6a717f,Sedan,10,080-EJL,17acd431-2029-45b0-865c-6137fd22517d
0239a6f4-b135-4092-b437-cc1a8e7ae39f,SUV,3,KDM 119,94944526-e804-4f1d-8d73-0c5bf52afe3e
f4ad55e2-a763-4a55-af6a-8ba1fec99621,Sedan,4,9628,d4ba60f1-0075-4c55-a9ad-c5562fcaa192
78350e19-b388-4696-ac29-3ffcfcad0c96,Van,9,21I A09,a80ff55d-72db-44b8-905b-a27555808c14
348cc0af-b586-48b1-956a-3c0dab9969ae,Truck,4,1MUG553,613904e5-3965-4db9-92be-d2ca088ce31d
8b3bffac-cdc0-4b13-a815-79bb3bc17928,Sedan,5,6129 AH,de34e28a-f16b-43e1-ab11-949aee3eee09
f1f74831-1428-4521-b921-10ad90ec772a,Van,9,XKV6495,afad9f6e-be37-4943-83e4-60b1772c76d2
121ea701-c12f-4087-a48a-8adea7fc7ebf,SUV,9,994311,fe24999f-b351-4c90-8f20-50c2564490cb
f3c81fff-3a3c-4d70-8787-f6b99489498d,Truck,5,14X 205,306c6fe9-697f-4dff-b3a7-dd644589a6fc
0d19b0e8-3e24-4499-aaf1-f974afd107df,Sedan,3,5F 85210,d30a2461-64e8-414d-9882-3adef667a23d
5dcfc70f-9fa5-4c9d-81ed-f83038cf4609,Sedan,9,5T 34347,ab10c915-e6cf-414e-8f1a-c9f4a87fa61e
7d1b00c4-a069-43ef-b574-15169dfca027,SUV,5,YFH2981,16e5c39f-b460-42f8-b2ad-eb6dd211134a
277a8a3f-832e-442a-b5bb-919b1173992f,Sedan,10,CVE-9715,d55d10ac-2b94-4079-9f04-c1779805db6e
62251128-4b81-4a6f-9493-53dc7d5451b7,Van,7,376 1DR,995c8c78-bfa3-4125-81c4-c72e1f9b5c7c
9fc1ff3e-15d9-43b9-b573-6903c2d9f643,Van,2,8ET9106,8581d222-066d-4db6-be5d-9d4c5d21899f
13740efc-8837-4230-a660-067b5e9a6f65,Truck,4,049 YED,f45fff12-c644-4290-846e-700818672f06
55d4cb6a-b49b-4b48-b5e1-639a38961ab1,Truck,1,LJO 425,92be9be8-5f3a-440c-adc3-6a4a7bd725ee
